Gene	CCL_A	CCL_B	CCL_C
RP11-424I19.1	0	0	0
RP11-424I19.2	0	0.0952	0.0669
RP11-424I3.1	0	0	0
RP11-424M21.1	0	0	0
RP11-424M22.1	0	0	0
RP11-424M22.3	0	0	0
RP11-424M24.5	0	0	0
RP11-424N24.2	0	0	0.2759
RP11-425A23.1	0	0	0
RP11-425A6.5	0	0	0
RP11-425D10.1	0	0	0
RP11-425D10.10	0	0.0432	0.2757
RP11-425D10.4	0	0	0
RP11-425E13.1	0	0	0
RP11-425I13.1	0	0	0.0693
RP11-425I13.2	0	0	0
RP11-425I13.3	0.8105	0	1.2334
RP11-425L10.1	0.6189	1.0989	1.1554
RP11-425M17.3	0	0	0
RP11-426A6.5	0.858	0.966	0.813
RP11-426C22.4	0	0	0.9618
RP11-426C22.5	0.1011	0	1.0008
RP11-426C22.6	0	0	0.9052
RP11-426J5.2	0	0	0
RP11-426K3.1	0	0	0.4104
RP11-426L16.10	0.1338	0.5696	0.1161
RP11-426L16.3	0	0	0.0951
RP11-426L16.7	0	0	0
RP11-426L16.8	0	0.191	0
RP11-426L16.9	0	0	0
RP11-426M1.2	0	0	0
RP11-427E4.1	0	0	0
RP11-427H3.3	3.2046	3.0285	2.9551
RP11-427M20.1	0	0	0.0696
RP11-427P5.2	0	0	0
RP11-428C19.4	0	0	0
RP11-428C19.5	0.0821	0	0
RP11-428C6.2	0	0	0
RP11-428F8.2	0	0	0
RP11-428G2.1	0	0	0
RP11-428G5.1	0	0	0
RP11-428G5.2	0	0	0
RP11-428G5.4	0	0	0
RP11-428G5.5	0	0	0
RP11-428G5.6	0	0	0
RP11-428G5.7	0	0	0
RP11-428I12.1	0	0	0
RP11-428J1.2	0	0	0
RP11-428J1.4	0.2025	0.0347	0.1894
RP11-428J1.5	1.4967	1.2883	1.2696
RP11-428K3.1	0.1574	0.0581	0.2642
RP11-428L21.1	0	0	0
RP11-428L21.2	0	0	0
RP11-428L9.1	0	0	0
RP11-428L9.2	0	0	0
RP11-428O23.1	0	0	0
RP11-428P16.2	0.2124	0.1227	0.1956
RP11-429A20.2	0	0	0.0776
RP11-429A20.3	0	0	0
RP11-429A20.4	0	0	0
RP11-429B14.1	0	0	0
RP11-429B14.3	0	0	0
RP11-429B14.4	0	0	0
RP11-429D19.1	0	0	0
RP11-429E11.2	0	0	0
RP11-429E11.3	0	0.5888	0
RP11-429G17.2	0	0	0
RP11-429G19.3	0.5432	0	0
RP11-429H9.4	0	0	0
RP11-429J17.2	0.9029	0.9604	1.7856
RP11-429J17.4	0	0	0
RP11-429J17.5	1.8229	0.8467	0
RP11-429J17.7	2.204	1.1197	0
RP11-429J17.8	1.5332	1.5115	0
RP11-429K17.1	0	0	0
RP11-429O1.1	0	0	0
RP11-429O2.1	0	0	0
RP11-429P3.2	0	0	0
RP11-429P3.3	0	0	0
RP11-429P3.4	0	0	0
RP11-429P3.5	0.3616	0	0.2434
RP11-42A4.1	0	0	0.1773
RP11-42D20.1	0	0	0
RP11-42I10.1	0.0968	0.2447	1.1047
RP11-42I10.3	0	0	0
RP11-42L13.2	0	0	0
RP11-42L13.3	0	0	0
RP11-42O15.2	0	0	0
RP11-42O15.3	2.2216	0	0
RP11-430A19.2	0	0	0
RP11-430B1.1	0	0	0
RP11-430B1.2	0.1399	0.1534	0.0657
RP11-430C1.1	0	0	0
RP11-430C1.2	0	0	0
RP11-430C7.2	0	0	0
RP11-430C7.4	0	0	0
RP11-430C7.5	0	0.0674	0
RP11-430G17.1	0	0	0
RP11-430G17.3	0	0	0
RP11-430H10.1	0	0	0
RP11-430H10.2	0	0.0292	0
RP11-430H10.3	0	0	0
RP11-430H10.4	0	0	0
RP11-430H12.2	0	0	0
RP11-430K21.2	0	0.3299	0
RP11-430L16.1	0	0	0
RP11-430L17.1	0	0	0
RP11-430L3.1	0	0	0
RP11-430N14.4	0.27	0	0
RP11-431D12.1	0	0	0
RP11-431I8.1	0	0	0
RP11-431J17.1	0	0	0
RP11-431J24.2	0	0.4584	0
RP11-431K24.1	0	0	0
RP11-431K24.2	0	0	0
RP11-431K24.3	0	0	0
RP11-431K24.4	0	0	0
RP11-431M3.1	0	0	0.7021
RP11-431M3.2	0	0	0
RP11-431M7.2	0	0	0
RP11-431M7.3	0	0	0
RP11-431N15.2	0	0	0
RP11-432A8.2	0	0	0
RP11-432B6.1	0	0	0
RP11-432B6.3	0	0	0.0719
RP11-432F4.2	0	0	0
RP11-432I5.1	0	0	0
RP11-432I5.2	0	0	0
RP11-432I5.4	0	0	0
RP11-432I5.6	0	0	0
RP11-432I5.8	0	0	0
RP11-432J22.2	0	0	1.1249
RP11-432J24.2	0.4681	0	0
RP11-432J24.3	0.0531	0.1437	0
RP11-432J24.5	0	0	0
RP11-432J24.6	0.0659	0.1349	0
RP11-432J9.3	0	0	0
RP11-432J9.5	0.3306	0	0
RP11-432J9.6	0	0	0
RP11-432M24.4	0	0	0
RP11-432M8.1	0	0	0
RP11-432M8.10	0	0	0
RP11-432M8.11	0	0	0
RP11-432M8.12	0	0	0
RP11-432M8.13	0	0	0
RP11-432M8.14	0	0	0
RP11-432M8.15	0	0	0
RP11-432M8.16	0	0	0
RP11-432M8.17	0	0	0
RP11-432M8.18	0	0	0
RP11-432M8.19	0	0	0
RP11-432M8.2	0	0	0
RP11-432M8.20	0	0	0
RP11-432M8.3	0	0	0
RP11-432M8.4	0	0	0
RP11-432M8.5	0	0	0
RP11-432M8.6	0	0	0
RP11-432M8.7	0	0	0
RP11-432M8.8	0	0	0
RP11-432M8.9	0	0	0
RP11-432N13.2	0	0	0
RP11-432N13.3	0	0	0
RP11-432N13.4	0	0	0
RP11-433A10.2	0	0	0
RP11-433A10.3	0	0	0
RP11-433B3.1	0	0	0
RP11-433C9.2	0	0	0
RP11-433J20.1	0	0	0
RP11-433J20.2	0	0	0
RP11-433J22.2	0	0	0
RP11-433J22.3	0	0	0
RP11-433J8.1	0	0.0126	0
RP11-433J8.2	0	0	0
RP11-433M22.1	0	0	0
RP11-433M22.2	0	0	0.4781
RP11-433O3.1	0	0	0
RP11-433P17.1	0	0	0
RP11-433P17.2	0	0	0.7999
RP11-433P17.3	0.0354	0	0.5663
RP11-434B12.1	1.1984	0.3093	0.2831
RP11-434C1.1	0.0295	0.0104	0
RP11-434C1.2	0	0	0
RP11-434C1.3	0	0	0
RP11-434D11.1	0	0	0
RP11-434D11.4	0	0	0
RP11-434D12.1	0	2.2811	0.1497
RP11-434D2.10	0	0	0
RP11-434D2.11	0	0	0
RP11-434D2.12	0	0	0
RP11-434D2.2	0	0	0
RP11-434D2.3	0	0	0
RP11-434D2.6	0	0.0143	0
RP11-434D2.7	0	0	0
RP11-434D2.8	0	0	0
RP11-434D2.9	0	0	0
RP11-434D9.1	0	0	0
RP11-434D9.2	0	0.2617	0.1018
RP11-434E6.2	0	0	0
RP11-434H14.1	0	0	0
RP11-434H6.2	0	0	0
RP11-434H6.6	0	0	0
RP11-434H6.7	0	0	0
RP11-434I12.2	0.8409	0.0378	0
RP11-434I12.3	0	0	0
RP11-434I12.4	0	0	0
RP11-434I12.5	0	0	0
RP11-434J24.2	0	0	0
RP11-434J24.3	0	0	0
RP11-434O22.1	0	0	0
RP11-434O22.2	0	0	0
RP11-434P11.2	0.8933	0	0.1574
RP11-435B5.1	0	0	0
RP11-435B5.2	0	0	0
RP11-435B5.3	0	0	0
RP11-435B5.4	0.8786	0.045	1.373
RP11-435B5.5	0.891	0	0.7569
RP11-435B5.6	0	0	0
RP11-435B5.7	0	0	0
RP11-435D7.3	0	0	0
RP11-435F13.2	0	0	0
RP11-435F17.1	0	0	0
RP11-435F17.3	0	0.1485	0.17
RP11-435I10.3	0	0	0
RP11-435I10.5	0	0	0
RP11-435I3.1	0	0	0
RP11-435M3.2	0	0	0
RP11-435O11.5	0	0	0
RP11-435O5.2	0.9402	1.2731	1.0784
RP11-435O5.4	0	0	0
RP11-435O5.5	0	0.3395	0.4239
RP11-435O5.6	0	0	0
RP11-435O5.7	0	0	0
RP11-435P24.2	0	0	0
RP11-435P24.3	0	0	0
RP11-436A7.1	0	0	0
RP11-436D10.3	0	0	0
RP11-436D23.1	0	0	0
RP11-436F21.1	0	0	0
RP11-436F23.1	0	0	0
RP11-436F9.1	0	0	0
RP11-436G20.1	0	0.4708	0
RP11-436H11.1	0	0	0
RP11-436H11.2	0	0	0
RP11-436H11.3	0	0	0
RP11-436H11.4	0	0	0
RP11-436H11.5	0	0	0
RP11-436H11.6	0	0	0
RP11-436H16.1	0	0	0
RP11-436I24.1	0	0	0
RP11-436I9.3	0	0	0
RP11-436I9.5	0	0	0.0503
RP11-436I9.6	0	0	0
RP11-436J20.1	0	0	0
RP11-436K8.1	0	0	0
RP11-436M15.1	0	0	0
RP11-436M15.3	0	0	0
RP11-436P7.1	0	0	0
RP11-436P7.2	0	0	0
RP11-437F6.1	0	0	0
RP11-437J19.1	0	0	0
RP11-437L7.1	0	0	0
RP11-438B23.2	0	0	0.0504
RP11-438C19.1	0	0	0
RP11-438C19.2	0	0	0
RP11-438D14.2	0	0	0
RP11-438D8.2	0	0	0.7868
RP11-438E8.2	0	0	0
RP11-438F14.10	0	0	0
RP11-438F14.3	0	0	0
RP11-438H8.8	0	0	0.1717
RP11-438J1.1	0.7889	0	0.062
RP11-438L19.1	1.1553	0	0
RP11-438L7.3	0	0	0
RP11-438N16.1	4.5537	0	4.2526
RP11-438N16.2	0	0	0
RP11-438N5.2	0	0	0
RP11-438N5.4	0	0	0
RP11-438O11.1	0	0	0
RP11-438P9.1	0	0	0
RP11-438P9.2	0	0	0
RP11-439A17.10	0	0	0
RP11-439A17.4	0	0	0
RP11-439A17.5	0	0	0
RP11-439A17.7	1.3348	1.938	0.5553
RP11-439A17.9	0	0	0
RP11-439C15.4	0.0951	0	0
RP11-439C15.5	0	0	0
RP11-439C8.1	0	0	0
RP11-439C8.2	0	0	0
RP11-439E19.1	0.2317	0	0.2287
RP11-439E19.10	0.1209	0	0.4357
RP11-439E19.3	0	0.0435	0.6012
RP11-439E19.6	0	0	0
RP11-439E19.7	0	0	0
RP11-439E19.8	0	0	0.1512
RP11-439E19.9	0	0	0.6856
RP11-439H13.2	0	0	0
RP11-439H8.4	0	0	0
RP11-439H9.1	0	0	0
RP11-439I14.1	0	0	0
RP11-439I14.2	0	0	0
RP11-439I14.3	0	0	0
RP11-439K3.1	0	0	0
RP11-439K3.3	0	0	0
RP11-439L18.1	0	0.0675	0
RP11-439L18.2	0	0	0
RP11-439L18.3	0.0885	0.1656	0
RP11-439L8.2	0	0	0
RP11-439L8.3	0	0	0
RP11-439L8.4	0	0	0
RP11-439M11.1	0	0	0.4548
RP11-43A14.1	0.9713	0	0.1334
RP11-43D2.2	0	0	0
RP11-43D4.2	0	0	0
RP11-43F13.1	0.3301	3.4501	3.0905
RP11-43F13.3	0.1931	0	0
RP11-43F13.4	0	0	0
RP11-43N5.1	0.0174	0	0
RP11-43P5.1	0	0	0
RP11-440D17.1	0	0	0
RP11-440D17.2	0	0	0
RP11-440D17.3	0	1.4681	3.3044
RP11-440D17.4	0	0	0.6878
RP11-440G2.2	0	0	0
RP11-440G5.2	0	0	0
RP11-440G9.1	0	0	0
RP11-440I14.2	0	0	0
RP11-440I14.3	0.3645	0	0
RP11-440I14.4	0	0	0
RP11-440K22.1	0	0	0
RP11-440L14.1	2.8154	2.2203	3.3138
RP11-440L14.3	0	0	0
RP11-440L14.4	0.4535	0	0.5541
RP11-440L16.1	0	0	0
RP11-441A11.1	0	0	0
RP11-441F2.2	0	0	0
RP11-441F2.5	0	0	0
RP11-441M10.1	0	0	0
RP11-441O15.3	0.3827	0.5284	0.7864
RP11-442A13.1	0	0	0
RP11-442A17.2	0	0	0
RP11-442H21.2	0.1802	0	0
RP11-442J17.3	0	0	0.1138
RP11-442N1.1	0	0	0
RP11-442N1.2	0	0	0
RP11-442N24__B.1	0	0	0
RP11-442O18.1	0	0	0
RP11-442O18.2	0	0	0
RP11-442P12.1	0	0	0
RP11-442P12.2	0	0	0
RP11-443A13.5	0	0	0.0246
RP11-443B20.1	3.1332	2.4658	2.6624
RP11-443B7.1	0.6683	0	0
RP11-443B7.2	0	0	0
RP11-443B7.3	0	0	0.2834
RP11-443B9.1	0	0	0
RP11-443C10.1	0	0	0
RP11-443C10.2	0	0	0
RP11-443C10.3	0	0	0
RP11-443F16.1	0	0	0
RP11-443G13.2	0	0	0
RP11-443I9.1	0	0	0
RP11-443J23.1	0	0	0
RP11-443K8.1	0	0	0
RP11-443K8.2	0	0	0
RP11-443N24.1	0	0	0.2156
RP11-443N24.2	0	0	0
RP11-443N24.3	0	0	0
RP11-443N24.4	0	0	0
RP11-443O13.3	0	0	0
RP11-443P15.2	0.8406	3.3978	0.6161
RP11-444A22.1	0	0	0
RP11-444B24.2	0	0	0
RP11-444C12.1	0	0	0
RP11-444D13.1	0	0	0
RP11-444D3.1	0	0.0555	1.9125
RP11-444E17.6	0	0	0.1116
RP11-444J21.2	0	0	0
RP11-444K7.8	0	0	0
RP11-444P10.1	0	0	0
RP11-445F12.1	0	0	2.9008
RP11-445F12.2	0	0	1.8135
RP11-445F6.2	0	0	0
RP11-445H22.3	0.2102	0.0531	0.0308
RP11-445H22.4	0.3696	0	0
RP11-445J14.1	0	0	0
RP11-445J9.1	0	0	0
RP11-445K13.2	0.223	0	0
RP11-445L13__B.3	0	0.0776	0
RP11-445L6.3	0	0	0
RP11-445N18.3	0	0	0
RP11-445N18.5	0	0	0
RP11-445N18.7	0	0	0
RP11-445N20.3	0	0	0
RP11-445O16.2	0	0	0
RP11-445O16.3	0.0826	0.0582	0
RP11-445O3.1	0	0	0
RP11-445O3.2	0	0	0
RP11-445O3.3	0	0	0
RP11-445P17.3	0	0	0
RP11-445P17.5	0	0	0
RP11-445P17.6	0	0	0
RP11-445P17.8	0.9087	0.0543	0.6553
RP11-445P19.2	0	0	0
RP11-445P19.3	0	0	0
RP11-446E24.4	0	0	0
RP11-446E9.1	0.3008	0.2145	0.042
RP11-446E9.2	0	0	0
RP11-446F17.3	0	0	0
RP11-446F3.2	0	0	0
RP11-446H13.2	0	0	0
RP11-446H18.1	0	0	0
RP11-446H18.5	0	0	0
RP11-446H18.6	0	0	0
RP11-446J19.1	0	0	0
RP11-446J8.1	0	0	0.4348
RP11-446N19.1	0	0.083	0
RP11-446P9.1	0	0	0
RP11-447B18.1	0	0	0
RP11-447E20.1	0	0	0
RP11-447G11.1	0	0	0
RP11-447H19.1	0	0	0
RP11-447H19.2	0	0	0
RP11-447H19.3	0	0	0
RP11-447L10.1	0.6148	0	0
RP11-447M12.2	0	0	0
RP11-447M4.1	0	0	0
RP11-448A19.1	1.2779	0.6327	1.4819
RP11-448G15.1	0	0	0
RP11-448G15.3	0.7769	0.5394	0.4129
RP11-448G4.2	0	0	0
RP11-448G4.4	0	0	0
RP11-448K10.1	0	0	0
RP11-448N11.1	0	0	0
RP11-448N11.2	0	0	0
RP11-448N11.3	0	0	0
RP11-448P19.1	0	0	0
RP11-449D8.1	0	0	0
RP11-449D8.2	0	0	0
RP11-449D8.3	0	0	0
RP11-449D8.5	0	0	0
RP11-449G16.1	0.1104	0	0
RP11-449H11.1	0.1111	0	0
RP11-449H15.2	0	0	0
RP11-449H3.1	0	0	0
RP11-449H3.2	0	0	0
RP11-449I17.5	0	0	0
RP11-449I17.9	0	0	0
RP11-449J1.1	0	0	0
RP11-449J10.1	0	0	0
RP11-449J3.3	0	0	0
RP11-449L13.2	0	0	0
RP11-449L23.2	0	0	0
RP11-449L23.3	0	0	0
RP11-449M6.2	0	0	0
RP11-449O16.2	0	0	0
RP11-449P1.1	0	0	0
RP11-449P15.1	0	0	0
RP11-449P15.2	1.9245	1.3433	0.8035
RP11-44B19.1	0	0	0
RP11-44D19.1	0	0	0
RP11-44D5.1	0	0	0
RP11-44F14.1	0.2472	0	0
RP11-44F14.2	4.2294	1.3641	0
RP11-44F14.4	0	0	0
RP11-44F14.5	0	0	0
RP11-44F14.8	3.2184	0.5069	0
RP11-44F21.2	0	0	0
RP11-44F21.3	0	0	0
RP11-44F21.4	0	0	0
RP11-44F21.5	0	2.8596	0
RP11-44H4.1	0	0	0
RP11-44I10.3	0	0	0
RP11-44I10.5	0	0	0
RP11-44I10.6	0	0	0
RP11-44K6.2	0	0	0
RP11-44K6.3	0	0	0
RP11-44K6.4	0	0	0
RP11-44K6.5	0	0	0
RP11-44L9.1	0	0	0
RP11-44L9.2	0	0	0
RP11-44L9.3	0	0	0
RP11-44M6.1	0	0	0
RP11-44M6.3	0	0	0
RP11-44N11.1	0	0	0
RP11-44N11.2	0	0	0
RP11-44N11.3	0	0	0
RP11-44N12.2	0	0	0
RP11-44N12.4	0	0	0
RP11-44N12.5	0	0.337	0
RP11-44N17.1	0	0	0
RP11-44N17.2	0	0	0
RP11-44N21.1	2.1333	2.5846	0.1723
RP11-44N21.2	0	0	0
RP11-44N21.4	0	0	0
RP11-44N22.3	0.0198	0	0.3489
RP11-450D21.1	0	0	0
RP11-450H5.1	0	0	0
RP11-450H5.3	0	0	0
RP11-450H5.4	0	0	0
RP11-450H6.3	0	0	0
RP11-450I1.2	0	0	0
RP11-450I1.4	0	0	0
RP11-450K4.1	0	0	0.1213
RP11-451B8.1	0	0	0.97
RP11-451F14.1	0	0	0
RP11-451F20.1	0	0	0
RP11-451G4.1	0	0	0
RP11-451G4.2	0	0	0
RP11-451G4.3	0	0	0
RP11-451H23.1	0	0	0
RP11-451H23.2	0	0	0
RP11-451H23.3	0	0	0
RP11-451J24.1	0	0	0
RP11-451K18.7	0	0	0
RP11-451L19.1	0	0	0
RP11-451M19.2	0	0	0
RP11-451M19.3	0.0506	0.0703	0
RP11-451N19.1	0	0	0
RP11-451O13.1	0	0	0
RP11-451O18.1	0	0	0
RP11-452B18.2	0	0	0
RP11-452C13.1	0	0	0
RP11-452C8.1	0.5468	0	0
RP11-452D12.1	0	0	0
RP11-452D2.1	0	0	0
RP11-452D2.2	0.4108	1.6592	1.1054
RP11-452D21.1	0	0	0
RP11-452D21.2	0	0	0
RP11-452D24.1	0	0	0
RP11-452F19.3	2.7266	2.0291	3.6747
RP11-452G18.1	0	0	0
RP11-452G18.2	0	6.9788	0
RP11-452H21.1	0	0	0
RP11-452H21.2	0	0	0
RP11-452H21.4	0	0	0
RP11-452J21.2	0	0	0
RP11-452J6.2	0	0	0
RP11-452K12.3	0	0	0
RP11-452K12.4	0	0	0.3401
RP11-452K12.6	0	0	0
RP11-452K12.7	0	0.1327	2.3951
RP11-452K20.1	0	0	0
RP11-452L6.1	0	0	0
RP11-452L6.5	1.6812	1.9811	2.8835
RP11-452L6.7	0	0	0
RP11-452N4.1	0	0	0
RP11-453A12.1	0	0	0
RP11-453D16.1	0	0	0
RP11-453D16.2	0	0	0
RP11-453D21.1	0	0	0
RP11-453E17.3	0.5054	0.0971	0.1792
RP11-453E17.4	0	0	0
RP11-453E2.2	0	0	0
RP11-453F18__B.1	0	0.013	1.1412
RP11-453M23.1	0	0	0
RP11-453N18.1	0.0457	0	0
RP11-453N3.1	0	0	0
RP11-453O22.1	0	0	0
RP11-453O5.1	0	0	0
RP11-454C18.1	0	0	0
RP11-454C18.2	0	4.1598	0
RP11-454F8.2	0.2552	0.0242	0
RP11-454H13.1	0	0	0
RP11-454K7.1	1.0948	5.0022	0.1628
RP11-454K7.2	0	0	0
RP11-454K7.3	0	0	0
RP11-454L1.2	0	0	0
RP11-454L9.2	0.7183	0.8575	0.1429
RP11-454P21.1	0	0	0
RP11-454P7.1	0	0	0.0255
RP11-454P7.3	0	0	0.3729
RP11-455B2.9	0	0	0
RP11-455B3.1	0	0	0
RP11-455F5.3	0	0.0457	0
RP11-455F5.4	0	0	0
RP11-455F5.5	0	0	0
RP11-455G16.1	0	0	0
RP11-455J15.1	0	0	0
RP11-455J20.3	0	0	1.6315
RP11-455O6.2	0	0.0921	0
RP11-456A14.1	0	0	0
RP11-456D7.1	0	0	0
RP11-456H18.1	0	0	0
RP11-456H18.2	0	1.0348	0
RP11-456I15.2	0	0	0
RP11-456J20.1	0	0	0
RP11-456K23.1	0	0.3734	0
RP11-456O19.2	0	0.3878	0
RP11-456O19.3	0	0	0
RP11-456O19.4	0	0	0
RP11-456O19.5	0	0	0
RP11-456P18.2	0	0	0
RP11-457D2.3	0	0	0
RP11-457D20.1	0	0	0
RP11-457I16.2	0	0	0
RP11-457I16.4	0	0	0
RP11-457K10.1	0	0	0
RP11-457K10.2	0	0	0
RP11-457M11.2	0.6633	0.8506	0.5566
RP11-457M11.5	0.0621	0.2996	0.1916
RP11-457M11.6	0	0	0
RP11-457P14.5	0	0	0
RP11-457P14.6	0	0	0
RP11-458D21.1	1.4745	0.4323	0.3769
RP11-458D21.5	1.1702	1.1751	1.4027
RP11-458D21.6	0	0	0
RP11-458F8.1	0	0	0
RP11-458F8.2	0	0	0
RP11-458F8.3	0	0	0
RP11-458F8.4	0.6232	1.3058	2.0832
RP11-458I7.1	0.4777	0	0
RP11-458K10.1	0	0	0
RP11-458K10.2	0	0	0
RP11-458K10.3	0	0	0
RP11-458N5.1	0	0	0
RP11-459A10.1	0	0	0
RP11-459A10.2	0	0	0
RP11-459A10.3	0	0	0
RP11-459C13.1	0	0	0
RP11-459D20.1	0	0	0
RP11-459D22.1	0	0	0
RP11-459D22.2	0	0	0
RP11-459E5.1	0	0	0.6271
RP11-459F6.1	0	0	0
RP11-459F6.3	0	0	0
RP11-459I19.1	0	0	0
RP11-459K23.2	0	0	0
RP11-459O1.2	0	0	1.5393
RP11-459O16.1	0	0	0
RP11-459O16.3	0	0	0
RP11-459O16.7	0	0	0
RP11-45A12.1	0	0	0
RP11-45A12.2	0	0	0
RP11-45A16.4	0	0	0
RP11-45D17.1	0	0	0
RP11-45F15.1	0	0	0
RP11-45F15.2	0	0	0
RP11-45H22.1	0	0	0
RP11-45H22.2	0	0	0
RP11-45H22.3	0	0	0
RP11-45I20.1	0	0	0
RP11-45J1.1	0	0	0
RP11-45K10.2	0	0	0
RP11-45L9.1	0	0	0
RP11-45M22.3	0.2448	0	0
RP11-45M22.4	0.0966	0.0503	0.1123
RP11-45M22.5	0	0	0
RP11-45O22.1	0	0	0
RP11-45O22.3	0	0	0
RP11-45P15.2	0	0.801	0
RP11-45P15.4	1.2759	0	0.7325
RP11-45P22.2	0	0	0
RP11-460B17.1	0	0	0
RP11-460B17.2	0	0	0
RP11-460B17.3	0	0	0
RP11-460C6.1	0	0	0
RP11-460E7.8	0	1.0212	3.437
RP11-460E7.9	0	0	0
RP11-460H9.1	0	0	0
RP11-460I13.2	0	0	0
RP11-460I13.6	0	0	0
RP11-460I19.2	0	0	0
RP11-460N11.2	0	0.0346	0.4897
RP11-460N11.3	0	0	0.7225
RP11-460N16.1	0	0	1.2675
RP11-460N20.3	0	0	0
RP11-460N20.4	0	0.4254	0
RP11-460N20.5	0	0.0639	0
RP11-460N20.7	0	0.0945	0
RP11-461A8.1	0	0	0
RP11-461A8.4	1.6592	1.0482	1.8106
RP11-461F11.1	0	0	0
RP11-461F11.3	0	0	0
RP11-461F16.3	0	0	0
RP11-461G12.2	0	0	0
RP11-461H3.2	0	0	0
RP11-461K13.1	0	0	0
RP11-461L13.2	0	0	0.1248
RP11-461L13.3	0	0	0
RP11-461L13.4	0	0	0
RP11-461L13.5	0	0	0
RP11-461L18.1	0	0	0
RP11-461M2.2	0	0	0
RP11-461O14.1	0.1724	0.0618	0
RP11-461O14.3	0	0	0
RP11-461O7.1	0	0	0
RP11-462B18.1	0	0.0819	0
RP11-462B18.2	0	0.0678	0
RP11-462B18.3	0	0	0
RP11-462D18.2	0	0	0
RP11-462G12.1	0	0	0
RP11-462G12.2	0	0	0
RP11-462G12.4	0	0	0
RP11-462G2.1	0	0	0
RP11-462G2.2	0	0	0
RP11-462G22.1	0	0	0
RP11-462G22.2	0	0	0.2023
RP11-462G8.3	0.3117	0	0.1759
RP11-462L8.1	0	0	0
RP11-462L8.2	0	0	0
RP11-462P6.1	0	0	0
RP11-463C14.1	0	0	0
RP11-463C8.4	0	0	0
RP11-463C8.5	0	0	0
RP11-463D19.1	0	0	0
RP11-463D19.2	1.0806	1.8832	2.9837
RP11-463H12.2	0	0	0
RP11-463H24.1	0	0	0
RP11-463I20.2	0	0	0
RP11-463I20.3	0	0	0
RP11-463J10.2	0	0	0
RP11-463J10.3	0	0	0
RP11-463J10.4	0	0	0
RP11-463J17.1	0	0	0
RP11-463J7.1	0	0	0
RP11-463J7.2	0	0	0
RP11-463J7.3	0	0	0
RP11-463M14.1	0	0	0
RP11-463M16.4	0.9941	0.724	0.6415
RP11-463M16.5	0	0	0
RP11-463O12.3	0	0	1.3003
RP11-463O9.1	0	0.2223	0.1069
RP11-463O9.5	0	1.0125	0
RP11-463O9.6	0	0	0
RP11-463O9.9	0	0	0.2738
RP11-463P17.1	0	1.7041	0.0719
RP11-463P17.3	0	0	0
RP11-464C19.2	0	0	0
RP11-464C19.3	0	0	0
RP11-464D20.2	0.1345	0.6136	0.1972
RP11-464D20.6	0	0	0
RP11-464F9.1	1.9894	0.6982	1.5417
RP11-464F9.20	0.1315	1.0938	1.0281
RP11-464F9.21	0	0	0
RP11-464F9.22	0	0.0796	0.1351
RP11-464I4.1	0	0	0
RP11-464O2.2	0	0.0504	0
RP11-465B22.3	2.7397	1.751	1.8557
RP11-465B22.5	0	0.0234	0
RP11-465B22.8	2.7168	1.6797	0
RP11-465I4.2	0	0	0
RP11-465I4.3	0	0	0
RP11-465K1.2	0	0	0
RP11-465K16.1	0	0	0
RP11-465K4.4	0	0	0
RP11-465L10.10	0	0.3145	0
RP11-465L8.1	0	0	0
RP11-465M18.1	0	0	0
RP11-465N4.2	0	0	0
RP11-465N4.4	2.3109	1.8841	0
RP11-465N4.5	2.932	2.2241	1.9571
RP11-465O11.1	0	0	0
RP11-465O11.2	0	0	0
RP11-466A17.1	0	0	0
RP11-466A19.1	0	0	0
RP11-466A19.3	0	0	0
RP11-466A19.5	0	0	0
RP11-466A19.6	0	0	0
RP11-466A19.8	0	0	0
RP11-466C23.4	0	0	0
RP11-466C23.5	0	0	0
RP11-466F5.10	0	0	0
RP11-466F5.3	0	0	0
RP11-466F5.4	0	0	0
RP11-466F5.6	0	0	0
RP11-466F5.8	0	0.0352	0.0799
RP11-466F5.9	0	0	0
RP11-466G12.2	0	0	0
RP11-466G12.3	0	0	0
RP11-466H18.1	0	0	0
RP11-466I1.1	0	0	0
RP11-466J24.1	0	0	0
RP11-466L17.1	0	0	0.0844
RP11-466P24.2	0.1967	0.4152	0.8983
RP11-466P24.4	0	0	0
RP11-466P24.5	0	0	0
RP11-466P24.6	0	0	0
RP11-466P24.7	0	0	0.4136
RP11-467C18.1	0	0	0
RP11-467D10.2	0	0	0
RP11-467D18.2	0	0	0
RP11-467D6.1	0	0.0505	0
RP11-467H10.1	0	0.0733	1.0946
RP11-467H10.2	0	0	0
RP11-467I17.1	0	0	0
RP11-467I20.2	0	0	0
RP11-467I20.3	0	0	0
RP11-467I20.4	0	0	0
RP11-467I20.5	0	0	0
RP11-467I20.6	0	0	0
RP11-467J12.1	0	0	0
RP11-467J12.2	0	0	0
RP11-467J12.3	0	0	0
RP11-467J12.4	0.1134	0	0
RP11-467K18.2	0	0	0
RP11-467L13.4	0	0	0.3204
RP11-467L13.5	0	0	0
RP11-467L19.11	0	0	0
RP11-467L19.6	0	0	0
RP11-467L19.8	0	0.8707	1.8378
RP11-467L20.10	0.6359	0	0
RP11-467L24.1	0	0	0
RP11-467M13.2	0	0	0
RP11-467M13.3	0	0	0
RP11-467N20.1	0	0	0
RP11-467N20.5	0	0	0
RP11-467N20.6	0	0	0
RP11-467P9.1	0.1699	0	0
